0.001	6.38622	0.90316	-52331.6	
0.002	6.10749e+06	1.11624e+06	-5.909e+10	
0.003	7.31316e+12	2.10375e+12	-7.09257e+16	
0.004	9.05125e+18	3.55699e+18	-8.79047e+22	
0.005	1.14339e+25	5.69994e+24	-1.11146e+29	
0.006	1.46469e+31	8.84917e+30	-1.4247e+35	
0.007	1.89545e+37	1.34559e+37	-1.84459e+41	
0.008	2.47191e+43	2.01631e+43	-2.40644e+47	
0.009	3.13168e+49	2.87415e+49	-3.01289e+53	
0.01	1.38386e+55	1.3506e+55	-1.103e+59	
0.011	6.88201e+58	6.78042e+58	-2.16861e+62	
0.012	3.4039e+60	3.3115e+60	-1.67744e+64	
0.013	1.81961e+63	1.77822e+63	-6.81753e+66	
0.014	1.12051e+66	1.09478e+66	-5.56655e+69	
0.015	9.26193e+68	9.08585e+68	-5.29166e+72	
0.016	6.89213e+71	6.74979e+71	-2.83348e+75	
0.017	5.6729e+74	5.5532e+74	-3.26129e+78	
0.018	4.60387e+77	4.49601e+77	-2.10248e+81	
0.019	4.46417e+80	4.36949e+80	-2.18175e+84	
0.02	3.89776e+83	3.808e+83	-2.20925e+87	
0.021	3.42956e+86	3.3424e+86	-1.83556e+90	
0.022	3.27022e+89	3.18623e+89	-1.57304e+93	
0.023	3.23594e+92	3.15463e+92	-1.52737e+96	
0.024	3.2011e+95	3.12114e+95	-1.57585e+99	
0.025	3.14861e+98	3.06875e+98	-1.62778e+102	
0.026	3.09765e+101	3.01695e+101	-1.65876e+105	
0.027	3.06417e+104	2.98196e+104	-1.67465e+108	
0.028	3.1666e+107	3.07865e+107	-1.77348e+111	
0.029	2.48824e+111	2.37666e+111	-2.09756e+115	
0.03	2.57165e+116	2.51794e+116	-1.8652e+120	
0.031	1.69117e+120	1.66697e+120	-7.98452e+123	
0.032	2.58451e+122	2.53174e+122	-1.72373e+126	
0.033	2.02638e+125	1.99834e+125	-1.13429e+129	
0.034	1.03686e+128	1.01694e+128	-2.71132e+131	
0.035	9.60366e+130	9.45832e+130	-5.91687e+134	
0.036	5.32158e+133	5.19289e+133	-2.66686e+137	
0.037	5.13578e+136	5.02903e+136	-1.6618e+140	
0.038	5.95104e+139	5.85203e+139	-2.21648e+143	
0.039	4.63421e+142	4.54951e+142	-1.76641e+146	
0.04	5.04245e+145	4.95036e+145	-1.89925e+149	
0.041	3.54178e+148	3.45997e+148	-1.46339e+152	
0.042	4.37217e+151	4.27821e+151	-2.48691e+155	
0.043	4.16891e+154	4.09046e+154	-2.38335e+158	
0.044	4.75516e+157	4.67024e+157	-2.23433e+161	
0.045	4.40305e+160	4.3043e+160	-2.15265e+164	
0.046	4.09372e+163	4.01343e+163	-2.35516e+167	
0.047	5.04511e+166	4.94089e+166	-2.25085e+170	
0.048	5.18367e+169	5.07185e+169	-2.94196e+173	
0.049	1.37253e+173	1.32672e+173	-1.2075e+177	
0.05	5.97276e+177	5.86061e+177	-4.20428e+181	
