0.1	1	0.447092	19.1255	
0.2	1	0.449232	19.1116	
0.3	1	0.537758	19.1215	
0.4	1	0.565785	19.0534	
0.5	1	0.472243	19.0459	
0.6	1	0.421887	19.0442	
0.7	1	0.519278	19.0144	
0.8	1	0.572222	19.0785	
0.9	1	0.500104	19.091	
1	1	0.431773	19.1017	
1.1	1	0.483529	19.1523	
1.2	1	0.574358	19.1098	
1.3	1	0.520258	19.1	
1.4	1	0.429177	19.0846	
1.5	1	0.468179	19.0213	
1.6	1	0.557965	19.0453	
1.7	1	0.553764	19.0412	
1.8	1	0.448444	19.0405	
1.9	1	0.438679	19.1143	
2	1	0.544148	19.1076	
2.1	1	0.557797	19.1256	
2.2	1	0.472181	19.1403	
2.3	1	0.432364	19.0806	
2.4	1	0.516095	19.0807	
2.5	1	0.580211	19.0491	
2.6	1	0.491453	19.009	
2.7	1	0.425083	19.0595	
2.8	1	0.490118	19.0541	
2.9	1	0.566694	19.0815	
3	1	0.528641	19.138	
3.1	1	0.430891	19.1126	
3.2	1	0.467521	19.1313	
3.3	1	0.565576	19.1084	
3.4	1	0.53953	19.048	
3.5	1	0.448441	19.0624	
3.6	1	0.440047	19.0272	
3.7	1	0.542611	19.0229	
3.8	1	0.569854	19.0832	
3.9	1	0.465475	19.0763	
4	1	0.435789	19.1217	
4.1	1	0.517332	19.142	
4.2	1	0.568291	19.1027	
4.3	1	0.496201	19.1172	
4.4	1	0.420217	19.068	
4.5	1	0.497305	19.0255	
4.6	1	0.575528	19.0529	
4.7	1	0.519107	19.0248	
4.8	1	0.435909	19.059	
4.9	1	0.46039	19.108	
5	1	0.562543	19.0982	
5.1	1	0.544405	19.1451	
5.2	1	0.441502	19.1251	
5.3	1	0.453101	19.0818	
5.4	1	0.543751	19.09	
5.5	1	0.564272	19.0323	
5.6	1	0.467321	19.0236	
5.7	1	0.423899	19.0567	
5.8	1	0.52427	19.0417	
5.9	1	0.569632	19.1033	
6	1	0.493307	19.1249	
6.1	1	0.432046	19.1114	
6.2	1	0.491257	19.1433	
6.3	1	0.577041	19.0921	
6.4	1	0.514354	19.0588	
6.5	1	0.426114	19.0617	
6.6	1	0.472257	19.0126	
6.7	1	0.560299	19.0442	
6.8	1	0.548974	19.0723	
6.9	1	0.44511	19.0716	
7	1	0.444534	19.138	
7.1	1	0.549921	19.1266	
7.2	1	0.553959	19.111	
7.3	1	0.46531	19.1186	
7.4	1	0.433119	19.053	
7.5	1	0.521902	19.044	
7.6	1	0.579806	19.0439	
7.7	1	0.48648	19.0163	
7.8	1	0.426407	19.0788	
7.9	1	0.496254	19.0933	
8	1	0.566769	19.1037	
8.1	1	0.521084	19.1507	
8.2	1	0.427688	19.1104	
8.3	1	0.473779	19.0978	
8.4	1	0.56998	19.0825	
8.5	1	0.535821	19.0212	
8.6	1	0.444826	19.0439	
8.7	1	0.443528	19.0426	
8.8	1	0.546322	19.0431	
8.9	1	0.565105	19.1141	
9	1	0.459792	19.11	
9.1	1	0.439413	19.1259	
9.2	1	0.524675	19.1383	
9.3	1	0.568034	19.0803	
9.4	1	0.489563	19.0778	
9.5	1	0.419144	19.0485	
9.6	1	0.50239	19.0096	
9.7	1	0.575709	19.0587	
9.8	1	0.513751	19.0569	
9.9	1	0.43526	19.0838	
10	1	0.467312	19.1374	
10.1	1	0.566006	19.1143	
10.2	1	0.538006	19.1295	
10.3	1	0.436096	19.1069	
10.4	1	0.45661	19.0472	
10.5	1	0.548656	19.0596	
10.6	1	0.562045	19.0282	
10.7	1	0.46306	19.0244	
10.8	1	0.427215	19.083	
10.9	1	0.529726	19.0796	
11	1	0.566526	19.1225	
11.1	1	0.485951	19.1414	
11.2	1	0.432009	19.1032	
11.3	1	0.498522	19.1138	
11.4	1	0.579347	19.0674	
11.5	1	0.509033	19.0248	
11.6	1	0.424324	19.0511	
11.7	1	0.47685	19.0273	
11.8	1	0.561783	19.0606	
11.9	1	0.543066	19.1084	
12	1	0.441521	19.1011	
12.1	1	0.45071	19.1437	
12.2	1	0.555921	19.1248	
12.3	1	0.55053	19.081	
12.4	1	0.459238	19.0864	
12.5	1	0.43426	19.0327	
12.6	1	0.526862	19.0235	
12.7	1	0.578098	19.0562	
12.8	1	0.481261	19.0452	
12.9	1	0.42863	19.1039	
13	1	0.503207	19.1258	
13.1	1	0.567027	19.1129	
13.2	1	0.513535	19.1402	
13.3	1	0.424479	19.092	
13.4	1	0.479413	19.0572	
13.5	1	0.573331	19.0592	
13.6	1	0.531883	19.0142	
13.7	1	0.442285	19.0443	
13.8	1	0.448169	19.0734	
13.9	1	0.550048	19.0752	
14	1	0.559594	19.137	
14.1	1	0.453596	19.1278	
14.2	1	0.442771	19.1106	
14.3	1	0.531638	19.1152	
14.4	1	0.567725	19.0531	
14.5	1	0.48383	19.0422	
14.6	1	0.419214	19.0432	
14.7	1	0.507448	19.019	
14.8	1	0.574713	19.0786	
14.9	1	0.507494	19.0956	
15	1	0.434703	19.1061	
15.1	1	0.474709	19.1483	
15.2	1	0.569757	19.1113	
15.3	1	0.532094	19.0956	
15.4	1	0.431381	19.08	
15.5	1	0.460056	19.0218	
15.6	1	0.552401	19.0422	
15.7	1	0.558772	19.0439	
15.8	1	0.459074	19.0464	
15.9	1	0.431641	19.1132	
16	1	0.535803	19.1128	
16.1	1	0.563377	19.1261	
16.2	1	0.478497	19.1358	
16.3	1	0.431762	19.0806	
16.4	1	0.504997	19.0746	
16.5	1	0.58081	19.0477	
16.6	1	0.504004	19.011	
16.7	1	0.423846	19.0573	
16.8	1	0.482266	19.0599	
16.9	1	0.56283	19.0864	
17	1	0.536286	19.1362	
17.1	1	0.437532	19.1166	
17.2	1	0.456715	19.1273	
17.3	1	0.561676	19.1051	
17.4	1	0.547395	19.047	
17.5	1	0.454249	19.0563	
17.6	1	0.436211	19.0293	
17.7	1	0.531268	19.0264	
17.8	1	0.575086	19.0821	
17.9	1	0.475493	19.0834	
18	1	0.43129	19.123	
